tweet,ensemble_sentiment
usairways thanks suggestion stop promo message bit run music amp msg say call volume high vrm,neutral
usairways admiral club clt rude ignorant front desk staffamericanair fallen farthanks doug parker,negative
usairways clt jfk nasty plane dirty seat amp floor rude attendant hopefully aa cleaned disgusting vile,negative
usairways paid ticket paypal th still say pending normal want money account,negative
usairways ok thank told ground delay due snow,positive
usairways made cancelled car reservation came moneywhy reschedule time without crew,negative
usairways cancelled flightled yesterday moved today stop dc delayed due lack crew u,negative
usairways looking forward friend family time arizona,positive
usairways dont think already said one responds auto response wait auto response,negative
usairways americanair first class way headed portlandjetport httptcokdmqjps,positive
usairways started trying reach real person hour ago still luck,negative
usairways u wife boston say snow right now,neutral
usairways tried call customer service line kept que min please hold dont care,negative
usairways see now lie auto respond insulting email suck,negative
usairways pple great job w madness system need help appreciate hard work amp push b better,positive
usairways thanks giving away seat another fine job httptcoribqrcyd,positive
usairways faanews stuck plane due snow boston actually snowing boston usair u,negative
usairways ive waiting desk hold min countingphoto desk agent phone flattering,negative
usairways thanks,positive
usairways cancelled flighted flight time past daysand experience worstnever,negative
usairways thanks betty working gate ilm lovely gate agent clt helping home phx tonight instead tomorrow,positive
usairways saturday mci clt there heavy snow predicted mci u allow change,neutral
usairways realize weather day day flight keep getting cancelled flighted please prioritize ur passenger help,negative
usairways help response usairwayssucks,negative
usairways drvrugby team back home luggage wet partly damaged happy blizzard,negative
usairways surprisingly quick response time thanks,positive
usairways stop cancelled flighting flight provide real help customer strandedinnashville,negative
usairways strike againlost bag two theworst,negative
usairways cancelled trip la bc weather southwestair easy u air making pay use credit never,negative
usairways whats point baggage claim ticket dont scan tracking,negative
usairways access dividend mile week automated phone keep telling call back late flightr frustrated livepersonplease,negative
usairways cant even track bag see disappeared,negative
usairways cant ahold anyone speak missing mile month travel amp ive submitted twice online,negative
