given_sentiment,given_sentiment_confidence,given_negative_reason,given_negative_reason_confidence,airline,retweet_count,tweet,sia_sentiment,sia_sentiment_confidence,bert_sentiment,bert_sentiment_confidence,roberta_sentiment,roberta_sentiment_confidence,distilbert_sentiment,distilbert_sentiment_confidence,ensemble_sentiment,ensemble_sentiment_confidence
negative,1.0,Can't Tell,0.3374,US Airways,0,usairways ur act together start treating ur passenger w kinder sanitized plane take page delta perhaps,positive,0.186,negative,0.7143235206604004,neutral,0.5026665925979614,positive,0.48560771346092224,negative,1.0
negative,1.0,Lost Luggage,1.0,US Airways,0,usairways joke stop losing luggage,negative,0.533,negative,0.9145082831382751,negative,0.9440879821777344,negative,0.5644052028656006,negative,1.0
neutral,1.0,,,US Airways,0,usairways book using sort breavement program need home pop funeral,negative,0.217,neutral,0.8534667491912842,neutral,0.7649538516998291,positive,0.4697777032852173,neutral,1.0
negative,1.0,Customer Service Issue,0.6733,US Airways,0,usairways ive hold min sort reservation sync message trying check whats wrong,negative,0.22,neutral,0.5104330778121948,negative,0.7487083077430725,negative,0.5206127762794495,negative,1.0
neutral,0.6415,,0.0,US Airways,0,usairways thank dont understand feedback,positive,0.385,negative,0.971436083316803,negative,0.8857877254486084,positive,0.803051769733429,negative,0.971436083316803
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways idea customer service mean customer mess plan dont treat big deal,negative,0.322,negative,0.966018795967102,negative,0.625251829624176,positive,0.5507343411445618,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways still hold hour minute counting platinum care problem checking care,positive,0.374,negative,0.9567129015922546,negative,0.812358021736145,negative,0.3764212727546692,negative,1.0
negative,1.0,Flight Booking Problems,0.6703,US Airways,0,usairways little help two gate agent trying rebook,positive,0.256,negative,0.8977701663970947,negative,0.5990784764289856,negative,0.36784830689430237,negative,1.0
negative,1.0,Flight Attendant Complaints,0.3541,US Airways,0,usairways respect stress merger one rep reschedulereplane ppl already late youcandobetter,positive,0.208,negative,0.6659494042396545,negative,0.9070249795913696,positive,0.438637375831604,negative,1.0
negative,1.0,Can't Tell,0.6509,US Airways,0,usairways now fll told take train back pbi car train pbi,neutral,1.0,neutral,0.9214646816253662,neutral,0.752497136592865,positive,0.40365704894065857,negative,1.0
negative,0.6927,Customer Service Issue,0.6927,US Airways,0,usairways fly quite bit difficult communicate agent let people know whats happening arrangement made,negative,0.176,negative,0.7969816327095032,negative,0.7146367430686951,negative,0.6536130905151367,negative,0.7969816327095032
negative,1.0,Customer Service Issue,0.6596,US Airways,1,usairways handled phone unfortunately wiped entire trip im displeased,negative,0.431,negative,0.9813129901885986,negative,0.9382497072219849,negative,0.5286172032356262,negative,1.0
negative,1.0,Bad Flight,1.0,US Airways,0,usairways headed nyc clt funny hear phone ring entire plane groan happened twice,positive,0.195,neutral,0.6060354113578796,neutral,0.5949747562408447,negative,0.5054672956466675,negative,1.0
positive,1.0,,,US Airways,0,usairways made send bloody mary row,negative,0.367,neutral,0.9177033305168152,negative,0.8883013725280762,negative,0.4912489354610443,positive,1.0
neutral,0.6667,,,US Airways,0,usairways gainesville fl,neutral,1.0,neutral,0.968151330947876,neutral,0.8799291849136353,positive,0.47866570949554443,neutral,0.968151330947876
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways already let know sent complaint got call back finally asleep return call back,negative,0.145,negative,0.549304723739624,neutral,0.8033321499824524,negative,0.5312293171882629,negative,1.0
neutral,0.6739,,0.0,US Airways,0,usairways thank valuing feedback,positive,0.71,positive,0.8759281635284424,positive,0.6594685316085815,positive,0.7970579862594604,positive,0.8759281635284424
negative,1.0,Late Flight,0.6753,US Airways,0,usairways flight werent morning flight thursday monday turned tuesday,neutral,1.0,neutral,0.9676850438117981,neutral,0.5555970072746277,positive,0.45706436038017273,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways spoke customer service rep rude curt transferred eternal hold sad badservice mergerdisaster,negative,0.357,negative,0.982049286365509,negative,0.9374768137931824,negative,0.754508912563324,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways customer service nightmare hold hour im platinum member aa feel worthless,negative,0.209,negative,0.9814170002937317,negative,0.9559875130653381,positive,0.9314451217651367,negative,1.0
negative,1.0,Late Flight,1.0,US Airways,0,usairways never let every single get delayed,negative,0.241,negative,0.8485536575317383,negative,0.8340104222297668,neutral,0.3922685384750366,negative,1.0
negative,0.6771,Late Flight,0.6771,US Airways,0,usairways sitting ground charlotte gate comms deck great happy friday hope make connection,positive,0.517,positive,0.9917855858802795,positive,0.9722334146499634,positive,0.9427924752235413,positive,0.9917855858802795
neutral,1.0,,,US Airways,0,usairways done,neutral,1.0,neutral,0.9218810796737671,neutral,0.7409919500350952,positive,0.5008455514907837,neutral,1.0
neutral,0.6266,,,US Airways,0,usairways made never ran fast life,neutral,1.0,neutral,0.8746002912521362,negative,0.6623440980911255,negative,0.4024946987628937,neutral,0.8746002912521362
negative,1.0,longlines,0.6802,US Airways,0,usairways ive standing crowded bus past min dcapit help americanair httptcojaskyplwt,positive,0.213,neutral,0.9073484539985657,negative,0.6373054385185242,positive,0.5419149994850159,negative,1.0
negative,1.0,Cancelled Flight,1.0,US Airways,1,usairways thanks cant cancelled flightled maintenance reason next available late,positive,0.367,positive,0.49602967500686646,negative,0.5972968935966492,positive,0.4400695860385895,negative,1.0
negative,1.0,Cancelled Flight,1.0,US Airways,0,usairways yes rebooked next day wed thanks upset lost additional work day paid hotel losing,negative,0.325,negative,0.9347965121269226,negative,0.7119384407997131,negative,0.5273186564445496,negative,1.0
neutral,1.0,,,US Airways,0,usairways call gate d clt,neutral,1.0,neutral,0.9634148478507996,neutral,0.8658528327941895,positive,0.4195232391357422,neutral,1.0
negative,1.0,Can't Tell,0.6942,US Airways,0,usairways suppose need tweet everyone horrible airline take notice let try route,negative,0.241,negative,0.9740801453590393,negative,0.9321446418762207,negative,0.6396787166595459,negative,1.0
negative,0.6709,Can't Tell,0.6709,US Airways,0,usairways fix asap,neutral,1.0,negative,0.5006147623062134,negative,0.4668734669685364,positive,0.4724336862564087,negative,0.6709
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways felt better making email feel little le dont care automated,positive,0.203,positive,0.6878557205200195,neutral,0.44944044947624207,positive,0.44165971875190735,negative,1.0
negative,1.0,Cancelled Flight,1.0,US Airways,0,usairways americanair cancelled flightled back holiday gave refund ticket phl ewr really,positive,0.184,negative,0.8286165595054626,negative,0.713168203830719,negative,0.47514042258262634,negative,1.0
negative,0.6232,Can't Tell,0.3189,US Airways,0,usairways im logged booking problem need add api travelling state see,negative,0.213,neutral,0.6569198966026306,negative,0.6609106063842773,negative,0.49277856945991516,negative,0.6609106063842773
positive,1.0,,,US Airways,0,usairways thanks helping reflight booking problem cancelled flightedflight yvonne anthony help u tel aviv time happyfriday,positive,0.347,positive,0.9473239183425903,positive,0.47452083230018616,positive,0.7444858551025391,positive,1.0
positive,1.0,,,US Airways,0,usairways big thanks yvonne anthony chairman desk top tier customer service today outstanding service amp support,positive,0.487,positive,0.9918575882911682,positive,0.9757825136184692,positive,0.928087592124939,positive,1.0
negative,1.0,Bad Flight,1.0,US Airways,0,usairways now plane degree burning completely illegal,negative,0.394,negative,0.9242717623710632,negative,0.8662025928497314,negative,0.7151225805282593,negative,1.0
negative,0.6774,Can't Tell,0.3441,US Airways,0,usairways fucking kidding httptcoqjlzrywfj,positive,0.361,negative,0.972583532333374,negative,0.912568986415863,negative,0.4832471013069153,negative,0.972583532333374
negative,1.0,Late Flight,1.0,US Airways,0,usairways now siting tarmac philly another minute lame sorry doesnt help terrible,negative,0.376,negative,0.9793476462364197,negative,0.9481261968612671,negative,0.7091920971870422,negative,1.0
negative,1.0,Late Flight,1.0,US Airways,0,usairways damn delay,negative,0.833,negative,0.9705348014831543,negative,0.9203497767448425,negative,0.4647105932235718,negative,1.0
negative,1.0,Late Flight,0.6645,US Airways,0,usairways nice pull gate still sitting,positive,0.359,positive,0.8193557858467102,positive,0.905873715877533,positive,0.7092068791389465,negative,1.0
negative,1.0,Customer Service Issue,0.6545,US Airways,0,usairways app worst one airline cant anything original time gone useless,negative,0.526,negative,0.9826132655143738,negative,0.9485073089599609,negative,0.824842095375061,negative,1.0
negative,1.0,Bad Flight,0.6454,US Airways,0,usairways completely wasted work day thank bad service bad friday,negative,0.552,negative,0.981995701789856,negative,0.9528476595878601,negative,0.83430016040802,negative,1.0
negative,1.0,Customer Service Issue,1.0,US Airways,0,usairways great tweet complainer inperson help need robyn f manch useless,positive,0.37,negative,0.9597398638725281,negative,0.7043774127960205,positive,0.6057036519050598,negative,1.0
negative,1.0,Can't Tell,0.6664,US Airways,0,usairways youll receiving long amp detailed complaint letter soon long story short never flying usair,negative,0.136,negative,0.970893383026123,negative,0.8703829646110535,negative,0.41640815138816833,negative,1.0
negative,1.0,Can't Tell,0.3497,US Airways,0,usairways thanks making miss connection getting rebooked missing miserable day started day nothing,negative,0.37,negative,0.9780364632606506,negative,0.9467179179191589,positive,0.4595717787742615,negative,1.0
negative,1.0,Late Flight,1.0,US Airways,0,usairways need learn operation sit plane overnight gsp realize there mech problem delay hour,negative,0.294,negative,0.8540326952934265,negative,0.6164170503616333,negative,0.4101918041706085,negative,1.0
negative,1.0,Late Flight,1.0,US Airways,0,usairways delayed amp closed door tell u leaving hour half bad bad service,negative,0.497,negative,0.9808652997016907,negative,0.933122992515564,negative,0.6892502307891846,negative,1.0
negative,1.0,Late Flight,0.6924,US Airways,0,usairways give u option plane instead sit hour half knew gate,neutral,1.0,neutral,0.8275167942047119,neutral,0.5335928201675415,positive,0.46731191873550415,negative,1.0
negative,1.0,Bad Flight,0.7012,US Airways,0,usairways overflowed armrest leg sprawled refund choice grossedout,neutral,1.0,negative,0.9785795211791992,negative,0.8888221383094788,negative,0.448943167924881,negative,1.0
positive,1.0,,,US Airways,0,usairways appreciate prompt response,positive,0.474,positive,0.9840861558914185,positive,0.8467304110527039,positive,0.47573840618133545,positive,1.0
negative,1.0,Flight Attendant Complaints,0.6771,US Airways,0,usairways nothing available male crew nicedismissive big guy standby probably didnt even pay choice,positive,0.091,negative,0.8412675261497498,negative,0.8974665999412537,negative,0.4454112946987152,negative,1.0
negative,1.0,Late Flight,0.6629999999999999,US Airways,0,usairways well told sitting plane hour option getting,positive,0.231,neutral,0.6825857162475586,neutral,0.7753381133079529,positive,0.4848453402519226,negative,1.0
negative,1.0,Late Flight,0.3486,US Airways,0,usairways want hang plane day traveling work done turn right back around unacceptable,negative,0.196,negative,0.9766525030136108,negative,0.9094506502151489,positive,0.39917057752609253,negative,1.0
negative,1.0,Lost Luggage,0.6601,US Airways,0,usairways doesnt seem likely bc team failed scan bag lax recycle bagtag number doesnt help usairwaysfail,negative,0.28,negative,0.9688907861709595,negative,0.9073907732963562,negative,0.5001994371414185,negative,1.0
negative,1.0,Late Flight,0.6835,US Airways,0,usairways complete waste day trip work now turned sitting plane day ridiculous,negative,0.346,negative,0.9810962080955505,negative,0.9405660033226013,negative,0.7108922600746155,negative,1.0
negative,1.0,Late Flight,0.6942,US Airways,0,usairways given option plane sit time longer actually,neutral,1.0,neutral,0.9467819333076477,neutral,0.8547252416610718,positive,0.4072706401348114,negative,1.0
negative,1.0,Bad Flight,0.7053,US Airways,0,usairways plane moving ice moving end runway sit lga one runway open,neutral,1.0,neutral,0.9759861826896667,neutral,0.904673159122467,positive,0.49202510714530945,negative,1.0
neutral,0.6581,,0.0,US Airways,0,usairways course weather joke beat degree phl,positive,0.268,neutral,0.941767156124115,negative,0.5147563815116882,negative,0.5631726980209351,neutral,0.941767156124115
negative,1.0,Flight Attendant Complaints,0.6925,US Airways,0,usairways nothing available male crew nicedismissive big guy standby probably didnt even pay,positive,0.097,negative,0.6820921301841736,negative,0.8928043246269226,negative,0.4617299437522888,negative,1.0
negative,1.0,Late Flight,0.7036,US Airways,0,usairways setting lawsuit way sit plane hour half,negative,0.213,neutral,0.7432740926742554,negative,0.6127297282218933,negative,0.5400980114936829,negative,1.0
